Doctor's Name,Speciality,Keywords,Experience (Years),Rating,Location,Treated_Diseases,Phone,Email
Dr. Sanjay Joshi,Emergency Medicine,"Trauma, Chest Pain, Abdominal Pain, Stroke",8,4.0,Jaipur,"Myocardial Infarction, Stroke, Trauma",+91 99012 34568,sanjay.joshi@emergencycare.com
Dr. Deepika Menon,Infectious Disease,"Fever, Infection, Antibiotics, Travel Medicine",11,4.2,Lucknow,"Pneumonia, Sepsis, HIV/AIDS",+91 90123 45679,deepika.menon@infectioncare.com
Dr. Rajesh Khanna,Radiologist,"X-ray, CT Scan, MRI, Ultrasound",16,4.5,Mumbai,"Fractures, Tumors, Infections",+91 91234 56790,rajesh.khanna@radclinic.com
Dr. Shweta Iyer,Physiotherapist,"Back Pain, Neck Pain, Sports Injury, Rehabilitation",7,4.1,Delhi,"Lower Back Pain, Neck Pain, Ankle Sprain",+91 92345 67901,shweta.iyer@physiocare.com
Dr. Amit Verma,Nutritionist,"Weight Management, Diabetes Diet, Heart Healthy Diet",10,4.3,Bangalore,"Obesity, Type 2 Diabetes, Cardiovascular Disease",+91 93456 79012,amit.verma@nutritionclinic.com
Dr. Lakshmi Reddy,Speech Therapist,"Speech Delay, Stuttering, Voice Disorders",9,4.2,Chennai,"Articulation Disorder, Stuttering, Vocal Cord Dysfunction",+91 94567 90123,lakshmi.reddy@speechtherapy.com
Dr. Suresh Kumar,Occupational Therapist,"Stroke Rehabilitation, Hand Therapy, Sensory Integration",11,4.4,Kolkata,"Stroke, Carpal Tunnel Syndrome, Autism Spectrum Disorder",+91 95679 01234,suresh.kumar@occupationaltherapy.com
Dr. Pooja Sharma,Geneticist,"Genetic Disorders, Family History, Prenatal Testing",13,4.6,Hyderabad,"Down Syndrome, Cystic Fibrosis, Huntington's Disease",+91 96790 12345,pooja.sharma@geneticclinic.com
Dr. Rajesh Gupta,Surgeon,"Appendicitis, Hernia, Gallstones",18,4.8,Pune,"Appendicitis, Hernia Repair, Cholecystectomy",+91 97890 12356,rajesh.gupta@surgeryclinic.com
Dr. Neha Singh,Anesthesiologist,"Pain Management, Epidural, Sedation",12,4.7,Ahmedabad,"Chronic Pain, Labor Pain, Post-operative Pain",+91 98901 23567,neha.singh@painclinic.com
Dr. Vijay Joshi,Clinical Psychologist,"Cognitive Behavioral Therapy, Grief Counseling, Stress Management",14,4.5,Jaipur,"Anxiety, Depression, Post-Traumatic Stress Disorder (PTSD)",+91 99012 35678,vijay.joshi@psychologyclinic.com
Dr. Ananya Menon,Palliative Care,"Pain Relief, Symptom Management, End-of-Life Care",15,4.9,Lucknow,"Cancer, Heart Failure, Dementia",+91 90123 56789,ananya.menon@palliativecare.com
Dr. Aditya Sharma,Diabetologist,"Type 1 Diabetes, Type 2 Diabetes, Gestational Diabetes",17,4.6,Mumbai,"Type 1 Diabetes, Type 2 Diabetes, Gestational Diabetes Mellitus",+91 98234 56790,aditya.sharma.diabetologist@carehospital.com
Dr. Kavita Patel,Cosmetic Surgeon,"Liposuction, Breast Augmentation, Facelift",9,4.3,Delhi,"Liposuction, Breast Augmentation, Facelift",+91 99345 67901,kavita.patel.cosmetic@enhanceclinic.com
Dr. Sanjay Kumar,Sleep Specialist,"Insomnia, Sleep Apnea, Narcolepsy",22,4.7,Bangalore,"Insomnia, Obstructive Sleep Apnea, Narcolepsy",+91 97456 79012,sanjay.kumar.sleep@sleepclinic.com
Dr. Priya Reddy,Reproductive Endocrinologist,"Infertility Treatment, IVF, Egg Freezing",16,4.8,Chennai,"Infertility, In Vitro Fertilization, Egg Freezing",+91 96567 90123,priya.reddy.reproendo@fertilityclinic.com
Dr. Rohan Verma,Sports Medicine Physician,"Sports Injuries, Concussions, Exercise Physiology",14,4.5,Kolkata,"Ankle Sprain, Concussion, Muscle Strain",+91 95679 01234,rohan.verma.sportsmed@sportsclinic.com
Dr. Meera Nair,Developmental Pediatrician,"Autism, ADHD, Learning Disabilities",12,4.4,Hyderabad,"Autism Spectrum Disorder, Attention Deficit Hyperactivity Disorder, Learning Disabilities",+91 94789 01235,meera.nair.devpeds@childdevclinic.com
Dr. Vikram Singh,Geriatrician,"Alzheimer's, Dementia, Falls, Frailty",25,4.9,Pune,"Alzheimer's Disease, Dementia, Falls",+91 93890 12346,vikram.singh.geriatrics@eldercare.com
Dr. Anjali Gupta,Preventive Medicine Specialist,"Vaccinations, Health Screenings, Lifestyle Counseling",19,4.7,Ahmedabad,"Diabetes Prevention, Heart Disease Prevention, Cancer Prevention",+91 92901 23567,anjali.gupta.preventive@wellbeingclinic.com
Dr. Sanjay Joshi,Allergist,"Allergies, Asthma, Eczema, Hay Fever",20,4.6,Jaipur,"Allergic Rhinitis, Asthma, Atopic Dermatitis",+91 91012 35678,sanjay.joshi.allergy@allergyclinic.com
Dr. Deepika Menon,Clinical Immunologist,"Autoimmune Diseases, Immunodeficiencies, Transplant Immunology",17,4.8,Lucknow,"Rheumatoid Arthritis, Lupus, Primary Immunodeficiency",+91 90234 56789,deepika.menon.immunology@immunocare.com
Dr. Rohan Sharma,Cardiologist,"Chest Pain, Palpitations, Fatigue, Dizziness",11,4.3,Delhi,"Arrhythmias, Heart Failure, Valve Disease",+91 91234 56791,rohansharma@cardiacsolutions.com
Dr. Anjali Patel,Dermatologist,"Acne, Eczema, Rashes, Itching, Hair Fall",6,4.0,Mumbai,"Psoriasis, Eczema, Fungal Infections",+91 92345 67912,anjalipatel@skinspecialists.com
Dr. Vikram Kumar,Neurologist,"Headaches, Migraines, Seizures, Numbness",26,4.9,Chennai,"Epilepsy, Stroke, Multiple Sclerosis",+91 93456 79123,vikramkumar@neurocarecenter.com
Dr. Sunita Singh,Gynecologist,"Pregnancy, Infertility, Menstrual Problems",14,4.5,Bangalore,"PCOS, Fibroids, Endometriosis",+91 94567 91234,sunitasingh@womenswellness.com
Dr. Rajesh Verma,Orthopedic Surgeon,"Knee Pain, Back Pain, Fractures, Sprains",19,4.7,Hyderabad,"Arthritis, Joint Replacement, Sports Injuries",+91 95679 12345,rajeshverma@orthopedicexperts.com
Dr. Priya Nair,Pediatrician,"Fever, Cough, Cold, Vaccinations, Growth Issues",7,4.2,Kolkata,"Asthma, Allergies, Infectious Diseases",+91 96791 23456,priyanair@childrenshealth.com
Dr. Aditya Gupta,Gastroenterologist,"Abdominal Pain, Bloating, Constipation, Diarrhea",12,4.4,Ahmedabad,"IBS, GERD, Ulcerative Colitis",+91 97891 23457,adityagupta@digestivehealth.net
Dr. Kavita Joshi,Endocrinologist,"Diabetes, Thyroid, Hormonal Imbalances",10,4.8,Pune,"Hypothyroidism, Hyperthyroidism, Diabetes Management",+91 98912 34567,kavitajoshi@endoexcellence.com
Dr. Sanjay Menon,Ophthalmologist,"Vision Problems, Cataracts, Glaucoma, Dry Eyes",23,4.6,Jaipur,"Cataract Surgery, Glaucoma Treatment, Laser Vision Correction",+91 99012 34578,sanjaymenon@visioncarecenter.com
Dr. Deepika Sharma,ENT Specialist,"Ear Infections, Sinusitis, Sore Throat",8,4.1,Lucknow,"Tonsillitis, Hearing Loss, Deviated Septum",+91 90123 45789,deepikasharma@entsolutions.com
Dr. Arvind Iyer,General Physician,"Fever, Body Ache, Cold, Cough",3,3.7,Mumbai,"Viral Fever, Common Cold, Flu",+91 91234 56781,arvindi@carewellclinic.com
Dr. Preeti Singh,Dentist,"Tooth Decay, Gum Problems, Toothache",5,4.0,Delhi,"Gingivitis, Periodontitis, Dental Caries",+91 92345 67913,preetis@smiledesign.com
Dr. Rajesh Kumar,Psychiatrist,"Anxiety, Depression, Stress, Panic Attacks",15,4.6,Bangalore,"Depression, Generalized Anxiety Disorder, Bipolar Disorder",+91 93456 79124,rajeshk@mindmatters.com
Dr. Meena Reddy,Pulmonologist,"Coughing, Wheezing, Breathing Problems",9,4.3,Chennai,"Asthma, COPD, Bronchitis",+91 94567 91235,meenar@lungsolutions.com
Dr. Suresh Verma,Urologist,"UTIs, Kidney Stones, Prostate Issues",13,4.5,Kolkata,"Urinary Tract Infections, Kidney Stones, Benign Prostatic Hyperplasia",+91 95679 12346,sureshv@urocareclinic.com
Dr. Anita Nair,Rheumatologist,"Joint Swelling, Joint Pain, Stiffness",11,4.4,Hyderabad,"Rheumatoid Arthritis, Osteoarthritis, Lupus",+91 96791 23457,anitan@jointsolutions.com
Dr. Anil Gupta,Oncologist,"Cancer, Tumors, Chemotherapy",29,4.9,Pune,"Breast Cancer, Lung Cancer, Colon Cancer",+91 97891 23458,anilg@cancercarecenter.com
Dr. Sunita Joshi,Nephrologist,"Kidney Problems, Dialysis, High Blood Pressure",16,4.7,Ahmedabad,"Chronic Kidney Disease, Hypertension, Glomerulonephritis",+91 98912 34568,sunitaj@kidneycareclinic.com
Dr. Rohan Menon,Emergency Medicine,"Accidents, Injuries, Sudden Illness",4,3.9,Jaipur,"Trauma, Cardiac Arrest, Stroke",+91 99012 34579,rohanm@emergencycarecenter.com
Dr. Kavita Sharma,Infectious Disease,"Infections, Fever, Antibiotics",18,4.8,Lucknow,"Pneumonia, Tuberculosis, HIV",+91 90123 45790,kavitas@infectioncontrol.com
Dr. Aditya Verma,Radiologist,"X-Rays, Scans, Imaging",21,4.5,Mumbai,"Fractures, Tumors, Infections",+91 91234 56792,adityav@imagingcare.com
Dr. Deepika Patel,Physiotherapist,"Muscle Pain, Joint Pain, Rehabilitation",6,4.1,Delhi,"Back Pain, Neck Pain, Sports Injuries",+91 92345 67914,deepikap@physioclinic.com
Dr. Sanjay Kumar,Nutritionist,"Weight Loss, Healthy Eating, Diabetes Diet",10,4.3,Bangalore,"Obesity, Diabetes, Heart Disease",+91 93456 79125,sanjayk@nutritionwell.com
Dr. Priya Reddy,Speech Therapist,"Speech Problems, Stuttering, Voice Issues",7,4.2,Chennai,"Articulation Disorders, Fluency Disorders, Voice Disorders",+91 94567 91236,priyar@speechsolutions.com
Dr. Rajesh Verma,Occupational Therapist,"Daily Living Skills, Hand Therapy",12,4.4,Kolkata,"Stroke Rehabilitation, Hand Injuries, Sensory Processing Disorders",+91 95679 12347,rajeshv@otclinic.com
Dr. Meena Nair,Geneticist,"Genetic Testing, Family History",14,4.6,Hyderabad,"Cystic Fibrosis, Down Syndrome, Muscular Dystrophy",+91 96791 23458,meenan@geneticwellness.com
Dr. Suresh Gupta,Surgeon,"Appendicitis, Hernia, Gallstones",27,4.9,Pune,"Appendectomy, Hernia Repair, Cholecystectomy",+91 97891 23459,sureshg@surgicalcarecenter.com
Dr. Anita Joshi,Anesthesiologist,"Pain Relief, Surgery Support",15,4.7,Ahmedabad,"Epidural Anesthesia, General Anesthesia, Pain Management",+91 98912 34570,anitaj@painreliefclinic.com
Dr. Anil Menon,Clinical Psychologist,"Therapy, Counseling, Mental Health",11,4.3,Jaipur,"Anxiety, Depression, PTSD",+91 99012 34580,anilm@mindbalanceclinic.com
Dr. Sunita Sharma,Palliative Care,"Comfort Care, End-of-Life Support",20,4.8,Lucknow,"Cancer Pain, End-Stage COPD, Advanced Heart Failure",+91 90123 45791,sunitas@comfortcarecenter.com
Dr.Rohan Kumar,Cardiology,"Chest Pain, Breathlessness, Palpitations, Dizziness",18,4.5,Mumbai,"Heart Failure , Coronary Artery Disease, Arrhythmias",+91 98765 43211,rohank@heartdoc.com
Dr.Anjali Verma,Dermatologist,"Acne, Eczema, Psoriasis, Rashes",7,4.1,Delhi,"Skin Infections, Hair Loss, Allergies",+91 99887 76656,anjaliv@skindoctor.com
Dr.Vikram Sharma,Neurologist,"Headaches, Migraines, Seizures, Numbness",25,4.7,Bangalore,"Stroke, Epilepsy , Parkinson's Disease",+91 97654 32110,vikrams@braindoctor.com
Dr.Priya Gupta,Gynecologist,"Pregnancy, Infertility, Menstrual Problems, Pain",12,4.4,Chennai,"PCOS, Fibroids, Endometriosis",+91 96543 21109,priyag@womenshealthclinic.com
Dr.Rajesh Singh,Orthopedic Surgeon,"Knee Pain, Hip Pain, Back Pain, Fracture",17,4.6,Kolkata,"Arthritis, Sports Injuries, Joint Replacement",+91 95432 11098,rajeshs@bonecare.com
Dr.Meera Patel,Pediatrician,"Fever, Cough, Cold, Vaccination, Growth",6,4.2,Hyderabad,"Asthma, Allergies, Infections",+91 94321 10987,meerap@childdoctor.com
Dr.Vikram Reddy,Gastroenterologist,"Abdominal Pain, Diarrhea, Constipation, Bloating",13,4.3,Pune,"IBS, GERD, Ulcers",+91 93211 09876,vikramr@gutdoctor.com
Dr.Anjali Kumar,Endocrinologist,"Diabetes, Thyroid, Hormonal Imbalance, Weight",11,4.9,Ahmedabad,"Hypothyroidism, Hyperthyroidism, PCOS",+91 92110 98765,anjalik@hormonedoctor.com
Dr.Sanjay Sharma,Ophthalmologist,"Vision Problems, Cataracts, Glaucoma, Dry Eyes",24,4.5,Jaipur,"Cataract Surgery, Glaucoma Treatment , LASIK",+91 91098 76544,sanjays@eyedoctor.com
Dr.Deepika Singh,ENT Specialist,"Hearing Loss, Sinusitis, Sore Throat, Tinnitus",9,4.0,Lucknow,"Tonsillitis, Ear Infections, Nasal Polyps",+91 90987 65433,deepikas@eardoctor.com
Dr.Rohan Verma,General Physician,"Fever, Cough, Cold, Body Ache, Fatigue",4,3.9,Mumbai,"Viral Infections, Flu, Common Cold",+91 98123 45679,rohanv@generalcare.com
Dr.Shweta Khanna,Dentist,"Tooth Pain, Gum Bleeding, Cavities, Bad Breath",6,4.1,Delhi,"Gingivitis, Periodontitis, Tooth Decay",+91 99234 56791,shwetak@smilecare.com
Dr.Amit Sharma,Psychiatrist,"Depression, Anxiety, Stress, Sleep Problems",14,4.5,Bangalore,"Depression, Anxiety Disorders, Insomnia",+91 97345 67902,amits@mindwellclinic.com
Dr.Lakshmi Patel,Pulmonologist,"Cough, Wheezing, Shortness of Breath, Chest Pain",10,4.3,Chennai,"Asthma, COPD, Pneumonia",+91 96456 79013,lakshmip@lungspecialist.com
Dr.Suresh Kumar,Urologist,"Urinary Problems, Kidney Stones, Prostate Enlargement",16,4.7,Kolkata,"UTIs, Kidney Stones, BPH",+91 95567 90124,sureshk@urologycare.com
Dr. Priya Sharma,Cardiologist,"Chest Pain, Palpitations, Shortness of Breath, High Blood Pressure",15,4.7,Mumbai,"Hypertension, Coronary Artery Disease, Arrhythmia",+91 98765 43210,priya.sharma@heartclinic.com
Dr. Rajesh Kumar,Dermatologist,"Acne, Eczema, Psoriasis, Skin Infections, Hair Loss",8,4.2,Delhi,"Acne Vulgaris, Atopic Dermatitis, Psoriasis",+91 99876 54321,rajesh.kumar@skincare.com
Dr. Anjali Singh,Neurologist,"Headache, Migraine, Seizures, Stroke, Tremors",22,4.9,Bangalore,"Epilepsy, Migraine, Parkinson's Disease",+91 97654 32109,anjali.singh@neurocare.com
Dr. Sanjay Verma,Gastroenterologist,"Abdominal Pain, Indigestion, Constipation, Diarrhea, Vomiting",12,4.5,Chennai,"GERD, IBS, Ulcerative Colitis",+91 96543 21098,sanjay.verma@gastrolife.com
Dr. Deepa Reddy,Endocrinologist,"Diabetes, Thyroid Disorders, Hormone Imbalance, Obesity",18,4.8,Hyderabad,"Type 2 Diabetes, Hypothyroidism, PCOS",+91 95432 10987,deepa.reddy@endocrineclinic.com
Dr. Rohan Patel,Orthopedic Surgeon,"Joint Pain, Back Pain, Fractures, Arthritis, Sports Injuries",10,4.3,Ahmedabad,"Osteoarthritis, Fractures, Ligament Injuries",+91 94321 09876,rohan.patel@orthocare.com
Dr. Kavita Gupta,Gynecologist,"Pregnancy, Menstrual Problems, Infertility, PCOS, Fibroids",25,4.6,Kolkata,"Pregnancy, Fibroids, Endometriosis",+91 93210 98765,kavita.gupta@womenshealth.com
Dr. Amit Sharma,Pediatrician,"Fever, Cough, Cold, Vaccination, Child Development",7,4.1,Pune,"Common Cold, Asthma, Chickenpox",+91 92109 87654,amit.sharma@kidscare.com
Dr. Sunita Iyer,Ophthalmologist,"Vision Problems, Cataracts, Glaucoma, Eye Infections",14,4.4,Jaipur,"Cataract, Glaucoma, Diabetic Retinopathy",+91 91098 76543,sunita.iyer@eyecare.com
Dr. Vivek Kapoor,Urologist,"Urinary Problems, Kidney Stones, Prostate Issues, Incontinence",9,4.0,Lucknow,"Kidney Stones, UTI, BPH",+91 90987 65432,vivek.kapoor@urocare.com
Dr. Meena Joshi,Cardiologist,"High Cholesterol, Angina, Heart Failure, Swelling, Fatigue",20,4.9,Mumbai,"Heart Failure, Angina, High Cholesterol",+91 98876 54322,meena.joshi@cardiohealth.com
Dr. Dinesh Verma,Dermatologist,"Rashes, Allergies, Skin Cancer, Warts, Moles",5,3.8,Delhi,"Skin Cancer, Eczema, Contact Dermatitis",+91 99765 43223,dinesh.verma@dermacenter.com
Dr. Shalini Nair,Neurologist,"Memory Loss, Alzheimer's, Parkinson's, Multiple Sclerosis",28,4.7,Bangalore,"Multiple Sclerosis, Alzheimer's Disease, Epilepsy",+91 97765 43224,shalini.nair@neuronclinic.com
Dr. Suresh Rao,Gastroenterologist,"Bloating, Gas, Heartburn, Nausea, Stomach Ulcers",11,4.3,Chennai,"Stomach Ulcers, Acid Reflux, Pancreatitis",+91 96654 32235,suresh.rao@gastrolife.com
Dr. Preeti Agarwal,Endocrinologist,"PCOS, Infertility, Osteoporosis, Growth Disorders",16,4.6,Hyderabad,"PCOS, Osteoporosis, Thyroid Nodules",+91 95543 22346,preeti.agarwal@endocrinecenter.com
Dr. Arvind Singh,Orthopedic Surgeon,"Knee Pain, Hip Pain, Shoulder Pain, Carpal Tunnel, Sprains",13,4.1,Ahmedabad,"Knee Pain, Hip Replacement, Shoulder Impingement",+91 94432 23457,arvind.singh@orthocare.com
Dr. Rekha Mehta,Gynecologist,"Family Planning, Pap Smear, Menopause, Ovarian Cysts",30,5.0,Kolkata,"Ovarian Cysts, Menopause Management, Family Planning",+91 93322 34568,rekha.mehta@womenscenter.com
Dr. Vijay Kumar,Pediatrician,"Allergies, Asthma, Infections, Nutrition, Growth Monitoring",6,3.9,Pune,"Allergies, Asthma, Common Childhood Infections",+91 92210 23459,vijay.kumar@pediatricclinic.com
Dr. Lakshmi Sharma,Ophthalmologist,"Dry Eyes, Blurred Vision, Retinal Detachment, Macular Degeneration",19,4.8,Jaipur,"Macular Degeneration, Retinal Detachment, Dry Eye Syndrome",+91 91109 23460,lakshmi.sharma@eyespecialists.com
Dr. Kamal Gupta,Urologist,"Bladder Problems, Erectile Dysfunction, Prostate Cancer, Vasectomy",17,4.5,Lucknow,"BPH, Erectile Dysfunction, Prostate Cancer Screening",+91 90098 23461,kamal.gupta@urohealth.com
Dr. Neha Verma,Cardiologist,"Chest Pain, Dizziness, Palpitations, High Blood Pressure, Fatigue",14,4.6,Mumbai,"Coronary Artery Disease, Arrhythmia, Hypertension",+91 98997 65433,neha.verma@heartcare.com
Dr. Vikram Singh,Dermatologist,"Acne, Psoriasis, Eczema, Skin Allergies, Hair Fall",9,4.3,Delhi,"Acne, Psoriasis, Eczema",+91 99685 43234,vikram.singh@skinclinic.com
Dr. Pooja Sharma,Neurologist,"Headaches, Seizures, Stroke, Tremors, Memory Problems",21,4.8,Bangalore,"Epilepsy, Stroke Rehabilitation, Parkinson's Disease",+91 97874 32135,pooja.sharma@neurocare.com
Dr. Rahul Khanna,Gastroenterologist,"Abdominal Pain, Bloating, Constipation, Diarrhea, Vomiting",13,4.4,Chennai,"IBS, Crohn's Disease, Ulcerative Colitis",+91 96763 21036,rahul.khanna@gastrolife.com
Dr. Divya Joshi,Endocrinologist,"Diabetes, Thyroid Disorders, PCOS, Weight Management",19,4.7,Hyderabad,"Type 1 Diabetes, Hypothyroidism, PCOS",+91 95652 10937,divya.joshi@endocrineclinic.com
Dr. Arjun Patel,Orthopedic Surgeon,"Joint Pain, Back Pain, Fractures, Sports Injuries, Arthritis",11,4.2,Ahmedabad,"Knee Replacement, Back Pain Management, Fracture Care",+91 94541 09838,arjun.patel@orthocare.com
Dr. Smita Reddy,Gynecologist,"Pregnancy Care, Menstrual Problems, Infertility, Family Planning",26,4.9,Kolkata,"Pregnancy, Infertility Treatment, Menstrual Irregularities",+91 93430 98739,smita.reddy@womenshealth.com
Dr. Karan Sharma,Pediatrician,"Fever, Cough, Cold, Vaccinations, Child Development",8,4.0,Pune,"Common Childhood Illnesses, Vaccinations, Growth Monitoring",+91 92329 87640,karan.sharma@kidscare.com
Dr. Anita Iyer,Ophthalmologist,"Vision Correction, Cataracts, Glaucoma, Eye Infections",15,4.5,Jaipur,"Cataract Surgery, Glaucoma Management, Refractive Errors",+91 91218 76541,anita.iyer@eyecare.com
Dr. Manish Kapoor,Urologist,"Urinary Tract Infections, Kidney Stones, Prostate Issues, Incontinence",10,4.1,Lucknow,"Kidney Stone Removal, UTI Treatment, Prostate Enlargement",+91 90107 65442,manish.kapoor@urocare.com
Dr. Ritu Desai,Cardiologist,"Shortness of Breath, Angina, High Cholesterol, Arrhythmias",16,4.8,Mumbai,"Coronary Artery Disease, Arrhythmias, Heart Failure",+91 98096 54343,ritu.desai@cardioclinic.com
Dr. Gaurav Khanna,Dermatologist,"Acne Scars, Wrinkles, Skin Pigmentation, Eczema, Psoriasis",7,3.9,Delhi,"Acne Scar Treatment, Anti-Aging Procedures, Eczema Management",+91 99985 43244,gaurav.khanna@skinsolutions.com
Dr. Deepika Verma,Neurologist,"Multiple Sclerosis, Parkinson's, Headaches, Migraines",23,4.7,Bangalore,"Multiple Sclerosis Treatment, Parkinson's Disease Management, Migraine Relief",+91 97974 32145,deepika.verma@neurocenter.com
Dr. Sachin Rao,Gastroenterologist,"Heartburn, Acid Reflux, IBS, Crohn's, Ulcerative Colitis",12,4.3,Chennai,"GERD Management, IBS Treatment, Inflammatory Bowel Disease",+91 96863 21046,sachin.rao@gastrohealth.com
Dr. Priya Agarwal,Endocrinologist,"Diabetes Management, Thyroid Disorders, PCOS, Osteoporosis",17,4.6,Hyderabad,"Diabetes Education, Thyroid Hormone Balancing, PCOS Treatment",+91 95752 10947,priya.agarwal@endocrinesolutions.com
Dr. Vikram Singh,Orthopedic Surgeon,"Knee Pain, Hip Pain, Shoulder Pain, Sports Injuries, Fractures",14,4.1,Ahmedabad,"Knee Arthroscopy, Hip Replacement, Shoulder Reconstruction",+91 94641 09848,vikram.singh@orthosolutions.com
Dr. Shweta Mehta,Gynecologist,"Pregnancy, Infertility, Menopause, Family Planning",29,5.0,Kolkata,"High-Risk Pregnancy Management, Infertility Solutions, Menopause Support",+91 93530 98749,shweta.mehta@womenswellness.com
Dr. Rohan Sharma,Pediatrician,"Vaccinations, Common Illnesses, Growth, Nutrition",5,3.8,Pune,"Childhood Vaccinations, Fever Management, Nutrition Counseling",+91 92429 87650,rohan.sharma@kidsclinic.com
Dr. Anjali Iyer,Ophthalmologist,"Cataract Surgery, Glaucoma, Diabetic Retinopathy, LASIK",20,4.9,Jaipur,"Cataract Removal, Glaucoma Treatment, Retinal Laser Therapy",+91 91318 76551,anjali.iyer@eyesight.com
Dr. Vivek Kapoor,Urologist,"Kidney Stones, Prostate Enlargement, UTI, Incontinence",18,4.7,Lucknow,"Kidney Stone Removal, BPH Treatment, Urinary Tract Infection Control",+91 90207 65452,vivek.kapoor@urologycare.com
Dr. Sunita Reddy,Cardiologist,"Chest Pain, Palpitations, High Blood Pressure, Fatigue",13,4.5,Mumbai,"Hypertension, Heart Failure, Angina",+91 98186 54353,sunita.reddy@heartspecialist.com
Dr. Deepak Kumar,Dermatologist,"Acne, Eczema, Psoriasis, Skin Infections",6,4.2,Delhi,"Acne Treatment, Eczema Management, Psoriasis Therapy",+91 99075 43254,deepak.kumar@skindoctor.com
Dr. Meera Nair,Neurologist,"Headache, Migraine, Stroke, Seizures",25,4.9,Bangalore,"Headache Management, Migraine Prevention, Stroke Rehabilitation",+91 97064 32155,meera.nair@neurologyspecialist.com
Dr. Rajesh Verma,Gastroenterologist,"Abdominal Pain, Indigestion, Constipation, Diarrhea",11,4.4,Chennai,"IBS Management, Digestive Disorder Treatment, Colonoscopy",+91 96953 21056,rajesh.verma@gastrosolutions.com
Dr. Lakshmi Patel,Endocrinologist,"Diabetes, Thyroid, PCOS, Hormone Imbalance",15,4.8,Hyderabad,"Diabetes Education, Thyroid Treatment, PCOS Management",+91 95842 10957,lakshmi.patel@endocrinehealth.com
Dr. Sameer Singh,Orthopedic Surgeon,"Joint Pain, Back Pain, Fractures, Arthritis",9,4.0,Ahmedabad,"Joint Replacement, Back Pain Relief, Fracture Repair",+91 94731 09858,sameer.singh@orthopedicsolutions.com
Dr. Anjali Gupta,Gynecologist,"Pregnancy, Menstrual Problems, Infertility, Family Planning",27,4.6,Kolkata,"Prenatal Care, Infertility Evaluation, Menopause Support",+91 93620 98759,anjali.gupta@womenswellnessclinic.com
Dr. Vijay Sharma,Pediatrician,"Fever, Cough, Cold, Vaccination",7,4.1,Pune,"Childhood Illnesses, Vaccination Schedules, Newborn Care",+91 92519 87660,vijay.sharma@childrensclinic.com
Dr. Neha Iyer,Ophthalmologist,"Vision Problems, Cataracts, Glaucoma, Eye Infections",14,4.3,Jaipur,"Cataract Surgery, Glaucoma Management, Vision Correction",+91 91408 76561,neha.iyer@eyecarespecialists.com
Dr. Manoj Kapoor,Urologist,"Urinary Problems, Kidney Stones, Prostate Issues",10,3.9,Lucknow,"Kidney Stone Removal, Prostate Treatment, Urinary Incontinence Therapy",+91 90397 65462,manoj.kapoor@urologyclinic.com
Dr. Priyanka Sharma,Cardiologist,"Chest pain, Arrhythmia, Heart Failure, Hypertension",17,4.7,Mumbai,"Coronary Artery Disease, Atrial Fibrillation, Heart Failure Management",+91 98276 54363,priyanka.sharma@cardiocare.com
Dr. Ravi Verma,Dermatologist,"Acne, Eczema, Psoriasis, Skin Allergy, Rosacea",8,4.4,Delhi,"Acne Treatment, Atopic Dermatitis, Psoriasis Management",+91 99165 43264,ravi.verma@dermatologyclinic.com
Dr. Shweta Nair,Neurologist,"Stroke, Epilepsy, Headache, Parkinson's, Tremors",24,4.8,Bangalore,"Stroke Rehabilitation, Epilepsy Management, Parkinson's Disease Treatment",+91 97154 32165,shweta.nair@neurocarecenter.com
Dr. Suresh Rao,Gastroenterologist,"IBS, GERD, Ulcerative Colitis, Crohn's, Constipation",12,4.5,Chennai,"IBS Treatment, GERD Management, Inflammatory Bowel Disease Management",+91 96043 21066,suresh.rao@gastroclinic.com
Dr. Anika Patel,Endocrinologist,"Diabetes, Thyroid Disorders, PCOS, Infertility, Osteoporosis",19,4.9,Hyderabad,"Diabetes Management, Thyroid Hormone Balancing, PCOS Treatment",+91 95932 10967,anika.patel@endocrinecenter.com
Dr. Nikhil Singh,Orthopedic Surgeon,"Knee Pain, Hip Pain, Shoulder Pain, Fractures, Sports Injuries",10,4.2,Ahmedabad,"Knee Replacement, Hip Replacement, Shoulder Arthroscopy",+91 94821 09868,nikhil.singh@orthopedicclinic.com
Dr. Divya Mehta,Gynecologist,"Pregnancy, Infertility, Menopause, PCOS, Fibroids",31,5.0,Kolkata,"Prenatal Care, Infertility Solutions, Menopause Management",+91 93710 98769,divya.mehta@womenshealthcenter.com
Dr. Rohan Sharma,Pediatrician,"Fever, Cough, Cold, Vaccination, Development Delay",6,4.0,Pune,"Common Childhood Illnesses, Vaccination Schedules, Developmental Assessment",+91 92609 87670,rohan.sharma@pediatriccare.com
Dr. Kavita Iyer,Ophthalmologist,"Cataracts, Glaucoma, Macular Degeneration, Diabetic Retinopathy",15,4.6,Jaipur,"Cataract Surgery, Glaucoma Management, Retinal Disease Treatment",+91 91598 76571,kavita.iyer@eyesightclinic.com
Dr. Kamal Kapoor,Urologist,"Kidney Stones, Prostate Enlargement, Urinary Incontinence, ED",11,4.1,Lucknow,"Kidney Stone Removal, BPH Treatment, Urinary Incontinence Therapy",+91 90487 65472,kamal.kapoor@urologycarecenter.com
